customer_id,order_id,rating,feedback
769,4468,4,Excellent service! The package arrived on time and in perfect condition.
118,3461,3,The product arrived damaged due to poor packaging.
377,2915,2,"The delivery was late, and the package was slightly damaged."
1801,4136,5,"The expiration date was far out, and the product tasted incredibly fresh."
43,4903,2,The courier left the package at the wrong address.
184,2343,4,I am very pleased with the product's taste and freshness; it is of high quality.
630,1313,5,Very satisfied with the purchase; the quality is outstanding and the product is very fresh.
1862,3613,3,"Delivery was delayed, but the product arrived in good condition."
195,1966,4,"The courier was friendly, and the delivery arrived promptly."
852,2639,2,"Good value for the money, but the freshness could be better."
1170,966,1,"The taste was awful, and the product was not fresh at all."
558,341,1,"Delivery was delayed, but the product arrived in good condition."
689,4504,1,"The delivery was late, and the package was slightly damaged."
320,1301,3,Great value for the price; the quality and freshness are excellent.
91,425,3,I loved the taste; it was fresh and had a long expiration date.
951,2287,5,Excellent service! The package arrived on time and in perfect condition.
1778,2670,3,"The quality, taste, and freshness of the product were impressive."
1564,308,3,The courier left the package at the wrong address.
507,1846,2,The courier left the package at the wrong address.
183,4666,2,The courier left the package at the wrong address.
770,3172,3,"The product was fresh and delicious, with a satisfactory expiration date."
894,222,3,"Delivery was delayed, but the product arrived in good condition."
229,4899,4,The delivery was quick and the packaging was secure.
571,7,3,"There was a mix-up with the delivery, and it took longer than expected."
985,1873,2,"The expiration date was too close, and the product tasted stale."
1641,1746,4,The delivery was quick and the packaging was secure.
1469,1806,5,The taste of the product exceeded my expectations; very fresh and delicious.
1971,1900,5,I am very pleased with the product's taste and freshness; it is of high quality.
444,1333,2,The courier left the package at the wrong address.
1498,469,1,"The product tasted bad and wasn't fresh, with an expiration date too soon."
971,2908,3,The taste of the product exceeded my expectations; very fresh and delicious.
1988,3179,2,The product arrived damaged due to poor packaging.
269,3480,2,"Quality is below average; I'm not satisfied with the purchase, and it wasn't fresh."
144,1786,2,The product arrived with defects and did not work properly; the taste was bad and not fresh.
6,1496,2,"Good value for the money, but the freshness could be better."
1205,3249,4,Excellent service! The package arrived on time and in perfect condition.
974,4747,4,Very satisfied with the purchase; the quality is outstanding and the product is very fresh.
950,4577,2,"Quality is below average; I'm not satisfied with the purchase, and it wasn't fresh."
1644,4390,4,"The freshness and taste were top-notch, and the expiration date was well in the future."
1249,2265,2,Poor taste and quality; the product wasn't fresh and had a short expiration date.
333,902,5,"The expiration date was far out, and the product tasted incredibly fresh."
1234,3118,2,Poor taste and quality; the product wasn't fresh and had a short expiration date.
296,2671,3,"There was a mix-up with the delivery, and it took longer than expected."
1444,4688,4,The product tastes great and the freshness is as described.
730,223,2,The product arrived with defects and did not work properly; the taste was bad and not fresh.
1837,3148,4,"The delivery was faster than expected, and the package was well protected."
72,3622,5,"The quality, taste, and freshness of the product were impressive."
1517,2762,5,The taste of the product exceeded my expectations; very fresh and delicious.
479,349,1,"The delivery was late, and the package was slightly damaged."
1880,1719,2,"The taste was awful, and the product was not fresh at all."
997,833,1,"The product tasted bad and wasn't fresh, with an expiration date too soon."
374,1159,5,"The quality, taste, and freshness of the product were impressive."
1306,1818,2,Poor taste and quality; the product wasn't fresh and had a short expiration date.
1652,698,3,The taste of the product exceeded my expectations; very fresh and delicious.
357,4343,4,Great value for the price; the quality and freshness are excellent.
1326,2678,1,"There was a mix-up with the delivery, and it took longer than expected."
611,764,2,The product arrived with defects and did not work properly; the taste was bad and not fresh.
238,1368,1,The courier left the package at the wrong address.
1581,662,1,"The expiration date was too close, and the product tasted stale."
1647,2769,1,Very disappointed with the taste and freshness of the product; the expiration date was near.
1022,3061,4,"The expiration date was far out, and the product tasted incredibly fresh."
675,2461,1,"There was a mix-up with the delivery, and it took longer than expected."
983,2529,2,The courier left the package at the wrong address.
1694,3585,1,Poor taste and quality; the product wasn't fresh and had a short expiration date.
1667,88,2,"The product tasted bad and wasn't fresh, with an expiration date too soon."
429,3879,4,Very satisfied with the purchase; the quality is outstanding and the product is very fresh.
1863,44,5,"The quality, taste, and freshness of the product were impressive."
1474,4582,1,Very disappointed with the taste and freshness of the product; the expiration date was near.
811,1115,2,"The product tasted bad and wasn't fresh, with an expiration date too soon."
1499,3743,2,"The product broke after a few uses; not worth the price, and it wasn't fresh."
1751,3724,5,Very satisfied with the purchase; the quality is outstanding and the product is very fresh.
1699,3407,1,"The product tasted bad and wasn't fresh, with an expiration date too soon."
1912,2541,4,"The delivery was faster than expected, and the package was well protected."
1821,3273,5,Great value for the price; the quality and freshness are excellent.
34,4353,1,The product is not as described; the taste was very disappointing and not fresh.
1581,1608,4,"The courier was friendly, and the delivery arrived promptly."
1483,3938,4,"The expiration date was far out, and the product tasted incredibly fresh."
1497,3344,1,"The taste was awful, and the product was not fresh at all."
871,4616,2,"Quality is below average; I'm not satisfied with the purchase, and it wasn't fresh."
1802,296,1,"There was a mix-up with the delivery, and it took longer than expected."
229,1941,5,"The courier was friendly, and the delivery arrived promptly."
1498,4034,5,"The courier was friendly, and the delivery arrived promptly."
1721,4332,4,The product tastes great and the freshness is as described.
1712,926,2,Very disappointed with the taste and freshness of the product; the expiration date was near.
1681,2142,2,"The product broke after a few uses; not worth the price, and it wasn't fresh."
1498,1259,5,"The delivery was faster than expected, and the package was well protected."
658,3482,3,I am very pleased with the product's taste and freshness; it is of high quality.
1831,4661,2,The courier left the package at the wrong address.
1221,1160,2,Poor taste and quality; the product wasn't fresh and had a short expiration date.
1718,3914,5,Very satisfied with the purchase; the quality is outstanding and the product is very fresh.
871,4262,1,"Quality is below average; I'm not satisfied with the purchase, and it wasn't fresh."
1616,2144,3,The taste of the product exceeded my expectations; very fresh and delicious.
1317,1588,5,Very satisfied with the purchase; the quality is outstanding and the product is very fresh.
485,611,4,I was impressed with the speedy delivery and careful packaging.
1445,3797,2,"Good value for the money, but the freshness could be better."
1061,79,5,Excellent service! The package arrived on time and in perfect condition.
826,836,3,The taste of the product exceeded my expectations; very fresh and delicious.
1444,3821,5,"The delivery was faster than expected, and the package was well protected."
1012,3177,3,Very satisfied with the purchase; the quality is outstanding and the product is very fresh.
677,1406,1,"The product tasted bad and wasn't fresh, with an expiration date too soon."
594,4224,5,"The product was fresh and delicious, with a satisfactory expiration date."
232,4632,4,The delivery was quick and the packaging was secure.
245,2312,5,"The product was fresh and delicious, with a satisfactory expiration date."
709,3067,5,The delivery was quick and the packaging was secure.
86,2876,5,Great value for the price; the quality and freshness are excellent.
950,3795,1,The product arrived with defects and did not work properly; the taste was bad and not fresh.
1427,4407,3,The courier left the package at the wrong address.
1294,2679,5,Excellent service! The package arrived on time and in perfect condition.
1809,3295,2,Poor taste and quality; the product wasn't fresh and had a short expiration date.
679,2462,4,Great value for the price; the quality and freshness are excellent.
1798,557,5,I loved the taste; it was fresh and had a long expiration date.
1984,2523,1,"The expiration date was too close, and the product tasted stale."
1361,1186,5,Very satisfied with the purchase; the quality is outstanding and the product is very fresh.
846,792,5,"The delivery was faster than expected, and the package was well protected."
961,666,3,I am very pleased with the product's taste and freshness; it is of high quality.
782,2225,5,Excellent service! The package arrived on time and in perfect condition.
10,1415,4,"The expiration date was far out, and the product tasted incredibly fresh."
3,464,1,Poor taste and quality; the product wasn't fresh and had a short expiration date.
982,107,1,"The expiration date was too close, and the product tasted stale."
520,2011,3,Very satisfied with the purchase; the quality is outstanding and the product is very fresh.
1828,4980,4,The product tastes great and the freshness is as described.
779,1899,5,"The delivery was faster than expected, and the package was well protected."
1704,4687,5,"The delivery was faster than expected, and the package was well protected."
1519,3939,4,"The courier was friendly, and the delivery arrived promptly."
945,4383,1,"The expiration date was too close, and the product tasted stale."
1978,2464,1,The product arrived with defects and did not work properly; the taste was bad and not fresh.
356,4915,3,"Delivery was delayed, but the product arrived in good condition."
1932,971,4,I was impressed with the speedy delivery and careful packaging.
1487,2049,5,"The expiration date was far out, and the product tasted incredibly fresh."
897,4573,5,I am very pleased with the product's taste and freshness; it is of high quality.
1278,2205,4,"The quality, taste, and freshness of the product were impressive."
1075,2526,5,I am very pleased with the product's taste and freshness; it is of high quality.
1264,3137,3,I am very pleased with the product's taste and freshness; it is of high quality.
1836,3575,2,The product is not as described; the taste was very disappointing and not fresh.
518,194,1,"Quality is below average; I'm not satisfied with the purchase, and it wasn't fresh."
435,1510,3,Great value for the price; the quality and freshness are excellent.
1107,4818,5,"The freshness and taste were top-notch, and the expiration date was well in the future."
1097,2832,4,"The courier was friendly, and the delivery arrived promptly."
950,4646,4,I am very pleased with the product's taste and freshness; it is of high quality.
1954,348,1,"Good value for the money, but the freshness could be better."
782,4897,5,I loved the taste; it was fresh and had a long expiration date.
237,3873,1,"The delivery was late, and the package was slightly damaged."
1251,206,2,"Quality is below average; I'm not satisfied with the purchase, and it wasn't fresh."
294,3193,5,The delivery was quick and the packaging was secure.
1249,3792,5,Great value for the price; the quality and freshness are excellent.
1636,3889,4,"The expiration date was far out, and the product tasted incredibly fresh."
1491,2353,1,"The product broke after a few uses; not worth the price, and it wasn't fresh."
1986,3840,2,"Delivery was delayed, but the product arrived in good condition."
264,2858,5,The delivery was quick and the packaging was secure.
829,4279,4,Excellent service! The package arrived on time and in perfect condition.
521,3810,4,"The quality, taste, and freshness of the product were impressive."
1295,4989,4,"The quality, taste, and freshness of the product were impressive."
1583,1021,3,The product tastes great and the freshness is as described.
1898,4088,2,"The taste was awful, and the product was not fresh at all."
901,392,5,Very satisfied with the purchase; the quality is outstanding and the product is very fresh.
1184,2127,5,"The freshness and taste were top-notch, and the expiration date was well in the future."
1982,4438,4,"The quality, taste, and freshness of the product were impressive."
1683,2566,4,"The product was fresh and delicious, with a satisfactory expiration date."
1338,4265,2,"The taste was awful, and the product was not fresh at all."
599,1745,5,I loved the taste; it was fresh and had a long expiration date.
929,3225,5,"The courier was friendly, and the delivery arrived promptly."
631,2896,1,"The delivery was late, and the package was slightly damaged."
1159,1848,2,"There was a mix-up with the delivery, and it took longer than expected."
1589,990,4,"The product was fresh and delicious, with a satisfactory expiration date."
194,2210,3,"The delivery was late, and the package was slightly damaged."
750,950,2,"There was a mix-up with the delivery, and it took longer than expected."
176,2738,5,"The delivery was faster than expected, and the package was well protected."
543,1479,3,"The expiration date was far out, and the product tasted incredibly fresh."
1981,3258,4,"The quality, taste, and freshness of the product were impressive."
399,1303,2,The product is not as described; the taste was very disappointing and not fresh.
711,4486,2,"Delivery was delayed, but the product arrived in good condition."
239,3348,5,I was impressed with the speedy delivery and careful packaging.
84,745,3,"There was a mix-up with the delivery, and it took longer than expected."
1910,1537,3,Very satisfied with the purchase; the quality is outstanding and the product is very fresh.
848,299,1,"The delivery was late, and the package was slightly damaged."
1831,4905,2,"There was a mix-up with the delivery, and it took longer than expected."
1815,4373,1,"The product tasted bad and wasn't fresh, with an expiration date too soon."
1251,3254,3,The product arrived damaged due to poor packaging.
1005,1524,3,"The product was fresh and delicious, with a satisfactory expiration date."
1360,4126,1,"Delivery was delayed, but the product arrived in good condition."
1367,3961,4,The delivery was quick and the packaging was secure.
927,2476,4,I am very pleased with the product's taste and freshness; it is of high quality.
870,3041,5,Very satisfied with the purchase; the quality is outstanding and the product is very fresh.
1666,4223,5,I was impressed with the speedy delivery and careful packaging.
1675,1889,2,The courier left the package at the wrong address.
1248,4622,4,"The product was fresh and delicious, with a satisfactory expiration date."
1878,4155,3,"Delivery was delayed, but the product arrived in good condition."
691,2882,2,Poor taste and quality; the product wasn't fresh and had a short expiration date.
595,4405,4,The taste of the product exceeded my expectations; very fresh and delicious.
874,1762,3,"Delivery was delayed, but the product arrived in good condition."
683,305,3,The product tastes great and the freshness is as described.
1310,1572,2,"The expiration date was too close, and the product tasted stale."
328,2031,1,"The product tasted bad and wasn't fresh, with an expiration date too soon."
1276,2027,4,The product tastes great and the freshness is as described.
1165,396,3,The courier left the package at the wrong address.
1927,543,1,The product is not as described; the taste was very disappointing and not fresh.
1688,4676,4,"The freshness and taste were top-notch, and the expiration date was well in the future."
771,1230,3,"The product was fresh and delicious, with a satisfactory expiration date."
18,1063,4,I was impressed with the speedy delivery and careful packaging.
1078,4930,2,"There was a mix-up with the delivery, and it took longer than expected."
1311,4110,3,"The delivery was late, and the package was slightly damaged."
1174,4138,3,The taste of the product exceeded my expectations; very fresh and delicious.
641,2463,4,I was impressed with the speedy delivery and careful packaging.
1882,1289,5,"The delivery was faster than expected, and the package was well protected."
948,4974,5,Great value for the price; the quality and freshness are excellent.
1655,2301,5,"The expiration date was far out, and the product tasted incredibly fresh."
957,2676,1,"Delivery was delayed, but the product arrived in good condition."
1756,4500,2,Poor taste and quality; the product wasn't fresh and had a short expiration date.
34,790,1,The courier left the package at the wrong address.
1928,2300,3,"There was a mix-up with the delivery, and it took longer than expected."
1810,43,3,The product tastes great and the freshness is as described.
1274,3819,1,The courier left the package at the wrong address.
1881,2371,4,Very satisfied with the purchase; the quality is outstanding and the product is very fresh.
1530,1883,2,"The product broke after a few uses; not worth the price, and it wasn't fresh."
1427,2171,1,Poor taste and quality; the product wasn't fresh and had a short expiration date.
1269,1708,2,Poor taste and quality; the product wasn't fresh and had a short expiration date.
603,1884,1,"Good value for the money, but the freshness could be better."
552,4131,1,Very disappointed with the taste and freshness of the product; the expiration date was near.
364,1463,3,"The expiration date was far out, and the product tasted incredibly fresh."
1231,2881,3,Great value for the price; the quality and freshness are excellent.
1352,4322,3,"Delivery was delayed, but the product arrived in good condition."
1894,98,2,"There was a mix-up with the delivery, and it took longer than expected."
1230,342,5,I was impressed with the speedy delivery and careful packaging.
643,659,5,I am very pleased with the product's taste and freshness; it is of high quality.
930,4393,3,"The quality, taste, and freshness of the product were impressive."
1989,1217,2,"The product tasted bad and wasn't fresh, with an expiration date too soon."
490,4849,1,The product is not as described; the taste was very disappointing and not fresh.
1870,2629,2,"The product broke after a few uses; not worth the price, and it wasn't fresh."
1528,4254,3,I loved the taste; it was fresh and had a long expiration date.
1941,4363,5,I was impressed with the speedy delivery and careful packaging.
309,1073,5,The product tastes great and the freshness is as described.
148,1025,4,The taste of the product exceeded my expectations; very fresh and delicious.
1886,131,2,The courier left the package at the wrong address.
351,1660,3,"The product was fresh and delicious, with a satisfactory expiration date."
1584,2680,4,I was impressed with the speedy delivery and careful packaging.
1658,2416,1,"Quality is below average; I'm not satisfied with the purchase, and it wasn't fresh."
396,4953,5,Excellent service! The package arrived on time and in perfect condition.
227,871,2,"The product broke after a few uses; not worth the price, and it wasn't fresh."
1109,4756,1,"The product broke after a few uses; not worth the price, and it wasn't fresh."
1836,3483,5,Excellent service! The package arrived on time and in perfect condition.
1923,4361,1,The product arrived damaged due to poor packaging.
470,4843,3,The product tastes great and the freshness is as described.
1815,2870,2,"The delivery was late, and the package was slightly damaged."
1166,2417,4,"The expiration date was far out, and the product tasted incredibly fresh."
155,3698,3,The product arrived damaged due to poor packaging.
961,1924,4,"The freshness and taste were top-notch, and the expiration date was well in the future."
405,4312,5,Great value for the price; the quality and freshness are excellent.
111,3403,4,"The delivery was faster than expected, and the package was well protected."
242,3479,2,The product arrived with defects and did not work properly; the taste was bad and not fresh.
670,2973,5,"The product was fresh and delicious, with a satisfactory expiration date."
1788,2419,1,The product arrived with defects and did not work properly; the taste was bad and not fresh.
525,2078,5,I was impressed with the speedy delivery and careful packaging.
433,4553,1,Very disappointed with the taste and freshness of the product; the expiration date was near.
322,3908,1,"There was a mix-up with the delivery, and it took longer than expected."
1722,1275,3,The product arrived damaged due to poor packaging.
1502,2969,1,The courier left the package at the wrong address.
1046,994,5,Great value for the price; the quality and freshness are excellent.
1454,2741,3,The courier left the package at the wrong address.
34,3902,4,"The expiration date was far out, and the product tasted incredibly fresh."
959,4518,2,"There was a mix-up with the delivery, and it took longer than expected."
1190,2553,1,"There was a mix-up with the delivery, and it took longer than expected."
371,1049,3,Very satisfied with the purchase; the quality is outstanding and the product is very fresh.
1026,1298,1,"Delivery was delayed, but the product arrived in good condition."
52,1502,3,"The product was fresh and delicious, with a satisfactory expiration date."
996,1440,4,The delivery was quick and the packaging was secure.
188,2284,2,"The product broke after a few uses; not worth the price, and it wasn't fresh."
1305,4018,2,Poor taste and quality; the product wasn't fresh and had a short expiration date.
803,96,1,"The delivery was late, and the package was slightly damaged."
990,733,3,Very satisfied with the purchase; the quality is outstanding and the product is very fresh.
863,1222,3,The product arrived damaged due to poor packaging.
1766,2808,3,"There was a mix-up with the delivery, and it took longer than expected."
1027,3592,5,The delivery was quick and the packaging was secure.
1768,231,1,"There was a mix-up with the delivery, and it took longer than expected."
636,2325,3,The taste of the product exceeded my expectations; very fresh and delicious.
1369,1470,4,The product tastes great and the freshness is as described.
1189,196,4,"The expiration date was far out, and the product tasted incredibly fresh."
1167,4371,5,The delivery was quick and the packaging was secure.
123,1942,1,The product arrived damaged due to poor packaging.
1383,2107,2,"The expiration date was too close, and the product tasted stale."
1515,2313,2,The courier left the package at the wrong address.
1040,4634,3,Great value for the price; the quality and freshness are excellent.
1865,363,3,"The freshness and taste were top-notch, and the expiration date was well in the future."
1054,2506,5,"The courier was friendly, and the delivery arrived promptly."
1963,3160,4,"The expiration date was far out, and the product tasted incredibly fresh."
888,4652,4,The product tastes great and the freshness is as described.
1415,3932,1,The product arrived damaged due to poor packaging.
1363,1583,3,"The quality, taste, and freshness of the product were impressive."
101,3784,4,"The quality, taste, and freshness of the product were impressive."
34,2042,4,"The freshness and taste were top-notch, and the expiration date was well in the future."
225,2431,5,I was impressed with the speedy delivery and careful packaging.
1487,2036,3,Very satisfied with the purchase; the quality is outstanding and the product is very fresh.
620,191,3,"The freshness and taste were top-notch, and the expiration date was well in the future."
833,3418,1,Poor taste and quality; the product wasn't fresh and had a short expiration date.
1589,1565,3,Very satisfied with the purchase; the quality is outstanding and the product is very fresh.
1863,4620,5,"The product was fresh and delicious, with a satisfactory expiration date."
733,2745,3,The taste of the product exceeded my expectations; very fresh and delicious.
1767,4307,5,"The product was fresh and delicious, with a satisfactory expiration date."
1715,2828,2,"Quality is below average; I'm not satisfied with the purchase, and it wasn't fresh."
1250,4726,4,Excellent service! The package arrived on time and in perfect condition.
1194,1903,2,The courier left the package at the wrong address.
471,3433,4,I am very pleased with the product's taste and freshness; it is of high quality.
1386,1830,4,I was impressed with the speedy delivery and careful packaging.
751,2668,4,"The expiration date was far out, and the product tasted incredibly fresh."
358,2200,5,"The freshness and taste were top-notch, and the expiration date was well in the future."
1085,2,3,The courier left the package at the wrong address.
1790,3283,3,I loved the taste; it was fresh and had a long expiration date.
74,4100,3,"There was a mix-up with the delivery, and it took longer than expected."
188,1727,5,The taste of the product exceeded my expectations; very fresh and delicious.
1849,4442,5,"The expiration date was far out, and the product tasted incredibly fresh."
1576,4128,1,"The taste was awful, and the product was not fresh at all."
26,2399,2,"The product broke after a few uses; not worth the price, and it wasn't fresh."
277,3581,1,"The product broke after a few uses; not worth the price, and it wasn't fresh."
1546,1851,2,The product arrived with defects and did not work properly; the taste was bad and not fresh.
882,3047,5,I loved the taste; it was fresh and had a long expiration date.
129,4802,1,"The expiration date was too close, and the product tasted stale."
1170,607,3,"The expiration date was far out, and the product tasted incredibly fresh."
918,4069,1,The product is not as described; the taste was very disappointing and not fresh.
165,125,5,Excellent service! The package arrived on time and in perfect condition.
1014,3752,2,"The delivery was late, and the package was slightly damaged."
1625,4888,2,"Quality is below average; I'm not satisfied with the purchase, and it wasn't fresh."
1375,1346,3,Very satisfied with the purchase; the quality is outstanding and the product is very fresh.
701,4046,3,The product tastes great and the freshness is as described.
537,4374,3,I loved the taste; it was fresh and had a long expiration date.
1060,534,2,"The delivery was late, and the package was slightly damaged."
1630,1784,5,The product tastes great and the freshness is as described.
1469,4104,3,I loved the taste; it was fresh and had a long expiration date.
744,4345,5,The delivery was quick and the packaging was secure.
27,1325,4,"The freshness and taste were top-notch, and the expiration date was well in the future."
1300,3726,2,"Delivery was delayed, but the product arrived in good condition."
815,4298,5,"The delivery was faster than expected, and the package was well protected."
918,1781,3,"Delivery was delayed, but the product arrived in good condition."
1122,3764,1,The product is not as described; the taste was very disappointing and not fresh.
1352,1691,2,"The product tasted bad and wasn't fresh, with an expiration date too soon."
1698,4140,2,"Good value for the money, but the freshness could be better."
517,1756,1,"The product broke after a few uses; not worth the price, and it wasn't fresh."
1676,853,4,The product tastes great and the freshness is as described.
1618,4329,5,I am very pleased with the product's taste and freshness; it is of high quality.
862,4957,5,"The expiration date was far out, and the product tasted incredibly fresh."
75,136,1,"The expiration date was too close, and the product tasted stale."
1157,3665,2,"The taste was awful, and the product was not fresh at all."
1424,2241,2,"Delivery was delayed, but the product arrived in good condition."
247,366,3,The taste of the product exceeded my expectations; very fresh and delicious.
18,1243,4,Great value for the price; the quality and freshness are excellent.
1329,1345,3,Great value for the price; the quality and freshness are excellent.
1604,3695,4,"The product was fresh and delicious, with a satisfactory expiration date."
1465,3076,2,"Quality is below average; I'm not satisfied with the purchase, and it wasn't fresh."
565,2867,2,"Good value for the money, but the freshness could be better."
888,3799,5,The taste of the product exceeded my expectations; very fresh and delicious.
1420,2299,3,"The delivery was late, and the package was slightly damaged."
1393,3636,2,Very disappointed with the taste and freshness of the product; the expiration date was near.
296,2649,4,"The product was fresh and delicious, with a satisfactory expiration date."
969,1659,2,The product arrived damaged due to poor packaging.
1318,1767,1,"There was a mix-up with the delivery, and it took longer than expected."
1411,604,4,The product tastes great and the freshness is as described.
640,4761,4,The delivery was quick and the packaging was secure.
416,727,4,The product tastes great and the freshness is as described.
1362,3018,4,I loved the taste; it was fresh and had a long expiration date.
1080,1045,3,"The product was fresh and delicious, with a satisfactory expiration date."
891,4485,2,"The product broke after a few uses; not worth the price, and it wasn't fresh."
1048,1371,4,Great value for the price; the quality and freshness are excellent.
1963,1566,4,Very satisfied with the purchase; the quality is outstanding and the product is very fresh.
1597,2516,4,I was impressed with the speedy delivery and careful packaging.
298,444,1,"The taste was awful, and the product was not fresh at all."
1120,3793,4,The taste of the product exceeded my expectations; very fresh and delicious.
1032,4557,2,"The expiration date was too close, and the product tasted stale."
1085,3196,4,I am very pleased with the product's taste and freshness; it is of high quality.
615,3747,5,Very satisfied with the purchase; the quality is outstanding and the product is very fresh.
218,4877,5,I loved the taste; it was fresh and had a long expiration date.
562,4199,5,Excellent service! The package arrived on time and in perfect condition.
160,4154,5,The delivery was quick and the packaging was secure.
1610,4348,3,The product tastes great and the freshness is as described.
1670,2099,4,"The product was fresh and delicious, with a satisfactory expiration date."
457,3532,1,"The delivery was late, and the package was slightly damaged."
1261,2619,2,"There was a mix-up with the delivery, and it took longer than expected."
127,4872,2,"Delivery was delayed, but the product arrived in good condition."
638,2717,5,I loved the taste; it was fresh and had a long expiration date.
772,4016,5,Excellent service! The package arrived on time and in perfect condition.
880,2812,1,The product arrived damaged due to poor packaging.
770,2203,2,"The product broke after a few uses; not worth the price, and it wasn't fresh."
643,2415,1,The product is not as described; the taste was very disappointing and not fresh.
151,248,2,Poor taste and quality; the product wasn't fresh and had a short expiration date.
820,4783,3,"The delivery was late, and the package was slightly damaged."
679,3155,4,Excellent service! The package arrived on time and in perfect condition.
130,656,2,Very disappointed with the taste and freshness of the product; the expiration date was near.
708,4547,3,"Delivery was delayed, but the product arrived in good condition."
572,3107,3,The product tastes great and the freshness is as described.
1925,123,5,The taste of the product exceeded my expectations; very fresh and delicious.
54,868,1,Very disappointed with the taste and freshness of the product; the expiration date was near.
719,1167,2,"The delivery was late, and the package was slightly damaged."
640,2474,3,"The quality, taste, and freshness of the product were impressive."
1903,1992,2,"The expiration date was too close, and the product tasted stale."
1788,683,4,"The quality, taste, and freshness of the product were impressive."
467,2503,1,Very disappointed with the taste and freshness of the product; the expiration date was near.
1468,1785,3,"Delivery was delayed, but the product arrived in good condition."
988,4932,5,I am very pleased with the product's taste and freshness; it is of high quality.
1198,478,2,"There was a mix-up with the delivery, and it took longer than expected."
1832,1191,1,"The product broke after a few uses; not worth the price, and it wasn't fresh."
452,2965,4,"The delivery was faster than expected, and the package was well protected."
945,4458,3,The taste of the product exceeded my expectations; very fresh and delicious.
1916,2700,4,"The product was fresh and delicious, with a satisfactory expiration date."
491,1284,4,The product tastes great and the freshness is as described.
263,3679,4,The taste of the product exceeded my expectations; very fresh and delicious.
680,2379,1,"The expiration date was too close, and the product tasted stale."
463,3233,4,"The product was fresh and delicious, with a satisfactory expiration date."
338,140,5,Very satisfied with the purchase; the quality is outstanding and the product is very fresh.
1069,2693,1,"The product tasted bad and wasn't fresh, with an expiration date too soon."
600,4214,1,"Quality is below average; I'm not satisfied with the purchase, and it wasn't fresh."
269,28,5,Great value for the price; the quality and freshness are excellent.
205,559,1,"The taste was awful, and the product was not fresh at all."
1627,1109,4,The taste of the product exceeded my expectations; very fresh and delicious.
1282,2824,4,Excellent service! The package arrived on time and in perfect condition.
403,2777,4,Very satisfied with the purchase; the quality is outstanding and the product is very fresh.
1584,3707,3,"The delivery was late, and the package was slightly damaged."
1234,2950,4,"The product was fresh and delicious, with a satisfactory expiration date."
728,4367,3,"The quality, taste, and freshness of the product were impressive."
1773,2344,1,"There was a mix-up with the delivery, and it took longer than expected."
636,4044,4,Very satisfied with the purchase; the quality is outstanding and the product is very fresh.
1235,2134,3,"Delivery was delayed, but the product arrived in good condition."
1376,3056,4,"The courier was friendly, and the delivery arrived promptly."
152,920,4,"The courier was friendly, and the delivery arrived promptly."
166,1751,5,"The courier was friendly, and the delivery arrived promptly."
1387,924,4,"The expiration date was far out, and the product tasted incredibly fresh."
1179,1390,5,"The freshness and taste were top-notch, and the expiration date was well in the future."
717,997,1,"The product broke after a few uses; not worth the price, and it wasn't fresh."
1012,958,4,"The delivery was faster than expected, and the package was well protected."
565,1892,5,The taste of the product exceeded my expectations; very fresh and delicious.
800,111,4,I was impressed with the speedy delivery and careful packaging.
495,405,3,Great value for the price; the quality and freshness are excellent.
1699,3987,4,The taste of the product exceeded my expectations; very fresh and delicious.
1938,1089,4,"The expiration date was far out, and the product tasted incredibly fresh."
423,3380,3,"The expiration date was far out, and the product tasted incredibly fresh."
78,4923,3,Great value for the price; the quality and freshness are excellent.
1826,603,2,"There was a mix-up with the delivery, and it took longer than expected."
780,1118,5,"The delivery was faster than expected, and the package was well protected."
1746,4760,1,"Delivery was delayed, but the product arrived in good condition."
433,3377,1,"Good value for the money, but the freshness could be better."
512,18,2,The product arrived with defects and did not work properly; the taste was bad and not fresh.
1067,4727,5,"The product was fresh and delicious, with a satisfactory expiration date."
88,2805,5,The product tastes great and the freshness is as described.
1493,4287,4,"The courier was friendly, and the delivery arrived promptly."
772,1285,5,"The freshness and taste were top-notch, and the expiration date was well in the future."
1159,2470,1,"The taste was awful, and the product was not fresh at all."
16,3583,2,"Delivery was delayed, but the product arrived in good condition."
740,214,1,"The product broke after a few uses; not worth the price, and it wasn't fresh."
425,724,2,"The taste was awful, and the product was not fresh at all."
1320,2916,4,I was impressed with the speedy delivery and careful packaging.
1494,1034,1,The product arrived damaged due to poor packaging.
693,481,2,The product arrived damaged due to poor packaging.
1254,835,3,The taste of the product exceeded my expectations; very fresh and delicious.
768,4263,5,The taste of the product exceeded my expectations; very fresh and delicious.
252,3646,4,Very satisfied with the purchase; the quality is outstanding and the product is very fresh.
1080,914,5,I loved the taste; it was fresh and had a long expiration date.
481,2355,4,"The freshness and taste were top-notch, and the expiration date was well in the future."
1074,3526,4,I was impressed with the speedy delivery and careful packaging.
1082,3079,1,"The product tasted bad and wasn't fresh, with an expiration date too soon."
723,4749,2,Very disappointed with the taste and freshness of the product; the expiration date was near.
823,2739,3,"The delivery was late, and the package was slightly damaged."
883,3342,5,I loved the taste; it was fresh and had a long expiration date.
56,2864,1,The product arrived with defects and did not work properly; the taste was bad and not fresh.
1464,4135,1,"The expiration date was too close, and the product tasted stale."
1358,4093,1,The courier left the package at the wrong address.
1054,4342,4,The delivery was quick and the packaging was secure.
